userIndex,fakeShareSusceptibility,realShareSusceptibility,fakeReceiveSusceptibility,realReceiveSusceptibility,fakeNewsShared,realNewsShared,totalNewsShared,followerCount,followingCount,meanAnger,meanDisgust,meanSadness,meanFear,meanJoy,meanNeutral,meanSurprise,maxSpreadDist,influence,exposure,avNeighbourRealShareSusceptibility,avNeighbourFakeShareSusceptibility
15,1.0,0.0,0.0,0.0,1,0,1,9,0,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
16,1.0,0.0,1.0,0.0,1,0,1,10,1,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
17,0.0,1.0,0.0,0.0,0,1,1,8,0,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
18,0.0,1.0,0.55,0.45,0,1,1,143,125,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
19,1.0,0.0,0.0,0.0,5,0,5,11,0,0.0497484657913446,0.054023877158761,0.0707678101956844,0.0469432922080159,0.0187386588193476,0.707966423034668,0.0518114611506462,,,,,
20,0.0,1.0,0.0,0.0,0,1,1,3,0,0.0579418577253818,0.0852026492357254,0.0879250466823577,0.038571260869503,0.0254887305200099,0.6658614873886108,0.0390089303255081,,,,,
21,1.0,0.0,0.0,0.0,1,0,1,44,0,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
22,0.0,1.0,0.86,0.14,0,1,1,17,4,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
23,0.0,1.0,1.0,0.0,0,1,1,5,1,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
24,1.0,0.0,0.42,0.58,1,0,1,49,52,0.0487755946815013,0.0333224162459373,0.0505630634725093,0.0452777557075023,0.0260877963155508,0.7507417798042297,0.0452315770089626,,,,,
25,0.0,1.0,0.0,0.0,0,1,1,3,0,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
26,1.0,0.0,0.89,0.11,1,0,1,8,7,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
27,0.0,1.0,0.49,0.51,0,1,1,159,151,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
28,1.0,0.0,0.0,0.0,1,0,1,4,0,0.0376531742513179,0.0412796959280967,0.0505103394389152,0.0128655722364783,0.0060172197408974,0.8305537700653076,0.0211202166974544,,,,,
29,1.0,0.0,0.0,1.0,1,0,1,5,1,0.0271240640431642,0.0594173595309257,0.0429600737988948,0.0196329895406961,0.0068509792909026,0.823940098285675,0.020074512809515,,,,,
30,0.0,1.0,1.0,0.0,0,4,4,7,1,0.0401609502732753,0.0495469151064753,0.0987862413749098,0.0274988361634314,0.0159209058620035,0.7126539498567581,0.0554321696981787,,,,,
31,0.0,1.0,0.54,0.46,0,1,1,395,367,0.0715851783752441,0.128111332654953,0.0951739624142646,0.0418986454606056,0.022399578243494,0.6026518940925598,0.0381793789565563,,,,,
32,1.0,0.0,0.58,0.42,1,0,1,160,138,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
33,0.5,0.5,0.0,0.0,1,1,2,1,0,0.0772947836667299,0.0649100840091705,0.1045428477227687,0.180702231824398,0.0543585629202425,0.4839647859334945,0.0342266485095024,,,,,
34,0.0,1.0,0.8,0.2,0,1,1,42,4,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
35,1.0,0.0,0.53,0.47,1,0,1,144,116,0.082957275211811,0.0628888309001922,0.1234733685851097,0.1634928733110427,0.0278069395571947,0.4538232982158661,0.0855573490262031,,,,,
36,1.0,0.0,0.39,0.61,2,0,2,147,139,0.0670773107558488,0.0766318812966346,0.0874073840677738,0.0716184522025287,0.0260784106794744,0.614222526550293,0.0569640230387449,,,,,
37,1.0,0.0,0.56,0.44,1,0,1,145,133,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
38,1.0,0.0,0.64,0.36,1,0,1,16,8,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
39,0.0,1.0,0.51,0.49,0,1,1,27,40,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
40,0.0,1.0,0.0,0.0,0,1,1,2,0,0.0715851783752441,0.128111332654953,0.0951739624142646,0.0418986454606056,0.022399578243494,0.6026518940925598,0.0381793789565563,,,,,
41,0.0,1.0,0.5,0.5,0,1,1,0,2,0.0376531742513179,0.0412796959280967,0.0505103394389152,0.0128655722364783,0.0060172197408974,0.8305537700653076,0.0211202166974544,,,,,
42,1.0,0.0,0.0,1.0,1,0,1,6,2,0.0376531742513179,0.0412796959280967,0.0505103394389152,0.0128655722364783,0.0060172197408974,0.8305537700653076,0.0211202166974544,,,,,
43,0.0,1.0,0.62,0.38,0,1,1,45,41,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
44,1.0,0.0,0.43,0.57,1,0,1,47,25,0.0546213686466217,0.0547354631125927,0.0478571467101573,0.0256769116967916,0.0208003465086221,0.7560481429100037,0.040260586887598,,,,,
45,1.0,0.0,0.53,0.47,1,0,1,87,53,0.0846371203660965,0.1106550395488739,0.1102853491902351,0.1879599690437317,0.0468013510107994,0.4055156707763672,0.0541455335915088,,,,,
46,0.0,1.0,0.66,0.34,0,1,1,33,28,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
47,0.0,1.0,0.0,0.0,0,3,3,4,0,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
48,1.0,0.0,0.51,0.49,2,0,2,2,648,0.060047929175198,0.0735268387943506,0.1088987067341804,0.0762164760380983,0.0275881406851112,0.5806704759597778,0.0730514023452997,,,,,
49,0.0,1.0,0.78,0.22,0,1,1,9,7,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
50,0.0,1.0,0.48,0.52,0,1,1,165,148,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
51,0.5,0.5,0.64,0.36,4,4,8,41,41,0.0767707654740661,0.0824818117544055,0.1071252324618399,0.097166238585487,0.0356713439105078,0.5455202087759972,0.0552644100971519,,,,,
52,0.0,1.0,0.45,0.55,0,1,1,79,76,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
53,1.0,0.0,0.73,0.27,1,0,1,10,13,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
54,0.0,1.0,0.0,0.0,0,1,1,7,0,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
55,0.0,1.0,0.0,0.0,0,1,1,2,0,0.0376531742513179,0.0412796959280967,0.0505103394389152,0.0128655722364783,0.0060172197408974,0.8305537700653076,0.0211202166974544,,,,,
56,0.0,1.0,0.0,0.0,0,1,1,1,0,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
57,1.0,0.0,0.74,0.26,2,0,2,23,15,0.0772216524928808,0.0985933579504489,0.106114737689495,0.084471296519041,0.0358141660690307,0.5318763852119446,0.0659083798527717,,,,,
58,0.0,1.0,0.31,0.69,0,1,1,7,8,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
59,0.0,1.0,0.0,0.0,0,1,1,1,0,0.0908689871430397,0.1652558892965316,0.049629408866167,0.1017269641160965,0.0188561212271451,0.5364452004432678,0.0372174493968486,,,,,
60,0.0,1.0,0.0,0.0,0,1,1,3,0,0.0236111432313919,0.0651688054203987,0.0481563247740268,0.0240756645798683,0.0149212637916207,0.7782354354858398,0.0458314009010791,,,,,
61,0.0,1.0,0.57,0.43,0,1,1,112,144,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
62,0.0,1.0,0.5,0.5,0,1,1,0,5,0.0376531742513179,0.0412796959280967,0.0505103394389152,0.0128655722364783,0.0060172197408974,0.8305537700653076,0.0211202166974544,,,,,
63,0.0,1.0,0.58,0.42,0,1,1,31,21,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
64,0.0,1.0,0.5,0.5,0,1,1,97,48,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
65,0.0,1.0,0.51,0.49,0,1,1,489,469,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
66,0.0,1.0,0.51,0.49,0,1,1,87,49,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
67,0.0,1.0,0.42,0.58,0,3,3,32,8,0.0846317286292712,0.091420866549015,0.118076908091704,0.040468002979954,0.0216560194579263,0.5917025804519653,0.05204389244318,,,,,
68,1.0,0.0,0.6,0.4,2,0,2,48,12,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
69,0.0,1.0,0.62,0.38,0,1,1,40,18,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
70,0.0,1.0,0.33,0.67,0,1,1,15,2,0.1134806722402572,0.0593938268721103,0.2241775542497635,0.0422122739255428,0.0279473718255758,0.4762060046195984,0.0565822720527648,,,,,
71,0.0,1.0,0.0,0.0,0,1,1,19,0,0.0579418577253818,0.0852026492357254,0.0879250466823577,0.038571260869503,0.0254887305200099,0.6658614873886108,0.0390089303255081,,,,,
72,1.0,0.0,0.52,0.48,1,0,1,83,90,0.0786380395293235,0.0686600729823112,0.0984242707490921,0.2249387055635452,0.0441624224185943,0.4095427989959717,0.07563366740942,,,,,
73,0.0,1.0,0.0,0.0,0,1,1,13,0,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
74,0.67,0.33,0.5,0.5,2,1,3,114,66,0.0646251576642195,0.0933486893773078,0.0853232170144717,0.0809080622469385,0.0250727163317302,0.6129071116447449,0.0378150430818398,,,,,
75,1.0,0.0,0.0,0.0,1,0,1,1,0,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
76,0.0,1.0,0.69,0.31,0,1,1,160,102,0.0715851783752441,0.128111332654953,0.0951739624142646,0.0418986454606056,0.022399578243494,0.6026518940925598,0.0381793789565563,,,,,
77,1.0,0.0,0.5,0.5,1,0,1,11,28,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
78,1.0,0.0,0.25,0.75,1,0,1,26,8,0.0487755946815013,0.0333224162459373,0.0505630634725093,0.0452777557075023,0.0260877963155508,0.7507417798042297,0.0452315770089626,,,,,
79,1.0,0.0,0.33,0.67,1,0,1,18,3,0.1472202390432357,0.1075330823659896,0.1159374490380287,0.0504847019910812,0.0396223329007625,0.4589360654354095,0.0802662298083305,,,,,
80,1.0,0.0,1.0,0.0,1,0,1,5,1,0.4275447726249695,0.1210866943001747,0.0911174714565277,0.11410503834486,0.0129592129960656,0.2149170935153961,0.0182696599513292,,,,,
81,1.0,0.0,0.64,0.36,1,0,1,43,25,0.0601979419589042,0.0756399035453796,0.2702799439430237,0.0299797747284173,0.0137425493448972,0.4852427542209625,0.0649170652031898,,,,,
82,1.0,0.0,0.5,0.5,2,0,2,22,12,0.0647340472787618,0.0447578448802232,0.0697457864880561,0.0516891609877347,0.0258261822164058,0.6878833472728729,0.0553636383265256,,,,,
83,1.0,0.0,0.0,0.0,1,0,1,10,0,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
84,0.0,1.0,0.45,0.55,0,1,1,135,64,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
85,1.0,0.0,0.0,1.0,1,0,1,7,1,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
86,0.0,1.0,0.25,0.75,0,1,1,8,7,0.1629097610712051,0.0718091279268264,0.1011966541409492,0.037274595350027,0.0175826251506805,0.5846156477928162,0.024611622095108,,,,,
87,0.0,1.0,0.0,0.0,0,1,1,3,0,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
88,1.0,0.0,0.33,0.67,3,0,3,9,3,0.0629253300527731,0.0693330752352873,0.074223971615235,0.056304605367283,0.024319055955857,0.6614977320035299,0.0513962109883626,,,,,
89,1.0,0.0,0.0,0.0,1,0,1,25,0,0.0469200201332569,0.0354611612856388,0.0462436452507972,0.0249282456934452,0.027491346001625,0.7693516612052917,0.0496038906276226,,,,,
90,0.0,1.0,0.63,0.37,0,1,1,151,145,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
91,1.0,0.0,0.0,0.0,1,0,1,4,0,0.0786380395293235,0.0686600729823112,0.0984242707490921,0.2249387055635452,0.0441624224185943,0.4095427989959717,0.07563366740942,,,,,
92,0.0,1.0,0.67,0.33,0,1,1,13,3,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
93,1.0,0.0,0.65,0.35,5,0,5,14,12,0.0700620092451572,0.0814482659101486,0.1651425458490848,0.0847137212753295,0.0293027695268392,0.5049268484115601,0.0644038140773773,,,,,
94,1.0,0.0,0.76,0.24,1,0,1,34,10,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
95,1.0,0.0,0.63,0.37,4,0,4,138,73,0.0609793104231357,0.0503997253254056,0.0612137960270047,0.0932053187862038,0.032515414757654,0.6712620928883553,0.0304243247956037,,,,,
96,1.0,0.0,0.41,0.59,8,0,8,61,47,0.0608806749805808,0.057978122960776,0.0925641199573874,0.073914463748224,0.0277561032562516,0.6436847448348999,0.0432217484340071,,,,,
97,0.0,1.0,0.0,0.0,0,1,1,2,0,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
98,0.0,1.0,0.0,0.0,0,1,1,3,0,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
99,1.0,0.0,0.0,1.0,1,0,1,17,1,0.0601979419589042,0.0756399035453796,0.2702799439430237,0.0299797747284173,0.0137425493448972,0.4852427542209625,0.0649170652031898,,,,,
100,0.0,1.0,0.52,0.48,0,1,1,1120,1049,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
101,1.0,0.0,0.67,0.33,1,0,1,20,3,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
102,1.0,0.0,0.0,1.0,1,0,1,2,3,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
103,1.0,0.0,0.62,0.38,1,0,1,116,76,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
104,0.0,1.0,0.5,0.5,0,1,1,16,2,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
105,0.0,1.0,0.75,0.25,0,1,1,43,7,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
106,1.0,0.0,0.5,0.5,1,0,1,26,2,0.0601979419589042,0.0756399035453796,0.2702799439430237,0.0299797747284173,0.0137425493448972,0.4852427542209625,0.0649170652031898,,,,,
107,1.0,0.0,0.0,0.0,4,0,4,3,0,0.0763915302231907,0.0909765614196658,0.0960977626964449,0.0812477092258632,0.0346420700661838,0.5544230490922928,0.0662212939932942,,,,,
108,1.0,0.0,0.44,0.56,1,0,1,120,125,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
109,1.0,0.0,0.25,0.75,2,0,2,10,8,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
110,0.0,1.0,0.0,0.0,0,1,1,8,0,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
111,0.5,0.5,0.0,1.0,1,1,2,2,1,0.0528768151998519,0.054387068375945,0.1032727472484111,0.032561719417572,0.0261506317183375,0.6685099899768829,0.0622410159558057,,,,,
112,0.0,1.0,0.0,1.0,0,1,1,3,1,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
113,1.0,0.0,0.55,0.45,1,0,1,51,30,0.1696846783161163,0.1677638739347458,0.1192004829645156,0.0558921471238136,0.033505342900753,0.4005672931671142,0.0533861555159091,,,,,
114,0.0,1.0,0.5,0.5,0,1,1,36,2,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
115,1.0,0.0,0.5,0.5,1,0,1,18,2,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
116,1.0,0.0,0.58,0.42,1,0,1,104,103,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
117,0.67,0.33,0.54,0.46,2,1,3,151,145,0.0753428277870019,0.1084326828519503,0.1024678125977516,0.0702804128328959,0.0313426367938518,0.555468221505483,0.0566653795540332,,,,,
118,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0235944110900163,0.0350696109235286,0.0934929847717285,0.0220616199076175,0.009036679752171,0.7634496688842773,0.053294975310564,,,,,
119,1.0,0.0,1.0,0.0,3,0,3,2,1,0.0682443262388308,0.085902905712525,0.1093609208861986,0.1134643070399761,0.0339925441270073,0.522285540898641,0.0667494460940361,,,,,
120,1.0,0.0,0.61,0.39,1,0,1,28,24,0.1696846783161163,0.1677638739347458,0.1192004829645156,0.0558921471238136,0.033505342900753,0.4005672931671142,0.0533861555159091,,,,,
121,1.0,0.0,0.48,0.52,1,0,1,121,122,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
122,0.0,1.0,0.21,0.79,0,1,1,42,6,0.0715851783752441,0.128111332654953,0.0951739624142646,0.0418986454606056,0.022399578243494,0.6026518940925598,0.0381793789565563,,,,,
123,1.0,0.0,0.0,0.0,1,0,1,2,0,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
124,0.0,1.0,0.5,0.5,0,1,1,32,5,0.0271240640431642,0.0594173595309257,0.0429600737988948,0.0196329895406961,0.0068509792909026,0.823940098285675,0.020074512809515,,,,,
125,0.0,1.0,0.33,0.67,0,1,1,32,2,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
126,0.0,1.0,0.38,0.62,0,1,1,8,11,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
127,0.0,1.0,0.53,0.47,0,1,1,29,47,0.1472202390432357,0.1075330823659896,0.1159374490380287,0.0504847019910812,0.0396223329007625,0.4589360654354095,0.0802662298083305,,,,,
128,0.0,1.0,1.0,0.0,0,1,1,1,1,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
129,0.0,1.0,0.0,1.0,0,2,2,5,1,0.0475897947326302,0.0815904717892408,0.0943334735929966,0.0319801326841115,0.0157181289978325,0.6830507814884186,0.0457371771335601,,,,,
130,1.0,0.0,0.0,1.0,1,0,1,1,1,0.4275447726249695,0.1210866943001747,0.0911174714565277,0.11410503834486,0.0129592129960656,0.2149170935153961,0.0182696599513292,,,,,
131,0.0,1.0,0.46,0.54,0,1,1,64,38,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
132,0.67,0.33,0.41,0.59,2,1,3,37,25,0.0822340380400419,0.0608395474652449,0.1549898609519004,0.0297719966620206,0.0134539514159162,0.611102690299352,0.0476078875362873,,,,,
133,0.2,0.8,0.4,0.6,1,4,5,41,15,0.0664667926728725,0.0754309669137001,0.0891327820718288,0.1011657699942588,0.0340397972613573,0.5910463869571686,0.0427174925804138,,,,,
134,0.0,1.0,0.33,0.67,0,3,3,41,4,0.058833610266447,0.0733129754662513,0.160301849246025,0.0401951931416988,0.02480991743505,0.5676683187484741,0.0748781412839889,,,,,
135,0.0,1.0,0.33,0.67,0,1,1,17,3,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
136,1.0,0.0,0.0,0.0,2,0,2,7,0,0.0755614079535007,0.0833597648888826,0.0860807877033948,0.0780241219326853,0.0334699740633368,0.576969712972641,0.0665342081338167,,,,,
137,0.0,1.0,0.5,0.5,0,1,1,72,76,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
138,1.0,0.0,0.0,0.0,1,0,1,1,0,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
139,0.0,1.0,0.0,0.0,0,1,1,1,0,0.1139895245432853,0.0643040463328361,0.0959773585200309,0.3214132189750671,0.0972268730401992,0.2678926885128021,0.039196278899908,,,,,
140,1.0,0.0,0.43,0.57,1,0,1,37,19,0.0825480744242668,0.0540545284748077,0.0932479277253151,0.0784500762820243,0.0241610184311866,0.6064150333404541,0.0611233860254287,,,,,
141,0.0,1.0,0.41,0.59,0,1,1,17,24,0.0965014472603797,0.1119840666651725,0.1243044286966323,0.1303713321685791,0.0461396016180515,0.3978912830352783,0.0928078293800354,,,,,
142,0.0,1.0,0.52,0.48,0,1,1,61,77,0.0715851783752441,0.128111332654953,0.0951739624142646,0.0418986454606056,0.022399578243494,0.6026518940925598,0.0381793789565563,,,,,
143,0.0,1.0,0.6,0.4,0,1,1,24,19,0.0376531742513179,0.0412796959280967,0.0505103394389152,0.0128655722364783,0.0060172197408974,0.8305537700653076,0.0211202166974544,,,,,
